"year","county","crop_category","crop_type","area_in_ha","volume_in_mt","value_in_million_ksh"
2012,"Kwale","Fruits","Oranges",1200,20157,"403"
2012,"Kilifi","Fruits","Oranges",792,10425,"188.9"
2012,"Makueni","Fruits","Oranges",411,16306,"614.2"
2012,"Nyeri","Fruits","Oranges",389,6478,"134.4"
2012,"Machakos","Fruits","Oranges",1583,6580,"77.6"
2012,"Murang'a","Fruits","Oranges",340,2240,"51.8"
2012,"Kilifi","Fruits","Lemons",157,2302,"34.5"
2012,"Kwale","Fruits","Lemons",60,998,"15"
2012,"Nyeri","Fruits","Lemons",45,360,"21.6"
2012,"Migori","Fruits","Lemons",45,450,"12.3"
2012,"Elgeyo Marakwet","Fruits","Lemons",75,1015,"15.7"
2012,"Siaya","Fruits","Lemons",41,388,"14.6"
2012,"Embu","Fruits","Lemons",5,150,"1.5"
2012,"Others","Fruits","Lemons",503,4381,"95"
2012,"Nyeri","Fruits","Limes",121,1452,"43.6"
2012,"Kwale","Fruits","Limes",40,704,"10.6"
2012,"Tana River","Fruits","Limes",125,1145,"17.2"
2012,"Meru","Fruits","Limes",NA,NA,NA
2012,"Kilifi","Fruits","Limes",103,1648,"24.7"
2012,"Makueni","Fruits","Limes",25,152,"4.4"
2012,"Taita Taveta","Fruits","Limes",17,287,"3.6"
2012,"Others","Fruits","Limes",177,2844,"28"
2012,"Kwale","Fruits","Grape Fruits",30,525,"5.2"
2012,"Kilifi","Fruits","Grape Fruits",32,307,"4.7"
2012,"Nyeri","Fruits","Grape Fruits",148,1456,"14.8"
2012,"Meru","Fruits","Grape Fruits",NA,NA,NA
2012,"Elgeyo Marakwet","Fruits","Grape Fruits",2,31,"2.5"
2012,"Taita Taveta","Fruits","Grape Fruits",8,52,"0.4"
2012,"Others","Fruits","Grape Fruits",16,1,"0.1"
2012,"Nyeri","Fruits","Tangerines",123,17085,"307.5"
2012,"Kilifi","Fruits","Tangerines",260,3120,"62.4"
2012,"Kwale","Fruits","Tangerines",250,4547,"20"
2012,"Makueni","Fruits","Tangerines",224,3553,"135.6"
2012,"Meru","Fruits","Tangerines",16,125,"2.8"
2012,"Others","Fruits","Tangerines",234,4483,"52"
2012,"Meru","Fruits","Peaches",NA,NA,NA
2012,"Kiambu","Fruits","Peaches",21,264,"6.04"
2012,"Nyandarua","Fruits","Peaches",7,112,"1.05"
2012,"Narok","Fruits","Peaches",3,41,"0"
2012,"Baringo","Fruits","Peaches",18,24,"0.71"
2012,"Busia","Fruits","Peaches",5,25,"0.5"
2012,"Nyeri","Fruits","Peaches",1,2,"0.25"
2012,"Others","Fruits","Peaches",2,5,"0.04"
2012,"Taita Taveta","Fruits","Strawberries",30,423,"46.1"
2012,"Kiambu","Fruits","Strawberries",24,460,"47"
2012,"Meru","Fruits","Strawberries",NA,NA,NA
2012,"Nakuru","Fruits","Strawberries",NA,NA,NA
2012,"Murang'a","Fruits","Strawberries",1,0,"0.2"
2012,"Kirinyaga","Fruits","Strawberries",1,2,"0.2"
2012,"Nyandarua","Fruits","Tree Tomatoes",67,924,"20.6"
2012,"Meru","Fruits","Tree Tomatoes",82,379,"14.4"
2012,"Nakuru","Fruits","Tree Tomatoes",124,941,"26.7"
2012,"Laikipia","Fruits","Tree Tomatoes",NA,NA,NA
2012,"Kiambu","Fruits","Tree Tomatoes",166,1675,"103.5"
2012,"Tharaka Nithi","Fruits","Tree Tomatoes",31,1247,"20.6"
2012,"Elgeyo Marakwet","Fruits","Tree Tomatoes",10,101,"0.5"
2012,"Embu","Fruits","Tree Tomatoes",20,130,"3.9"
2012,"Nyeri","Fruits","White Sapote",24,240,"4.8"
2012,"Meru","Fruits","White Sapote",3,32,"1.55"
2012,"Nakuru","Fruits","White Sapote",0,8,"0.4"
2012,"Elgeyo Marakwet","Fruits","White Sapote",3,16,"0.79"
2012,"Kakamega","Fruits","White Sapote",5,25,"0.68"
2012,"Others","Fruits","White Sapote",26,255,"3.89"
2012,"Meru","Fruits","Guavas",2,14,"0.58"
2012,"Mandera","Fruits","Guavas",21,302,"8.2"
2012,"Kisii","Fruits","Guavas",70,589,"10.14"
2012,"Migori","Fruits","Guavas",31,155,"1.5"
2012,"Siaya","Fruits","Guavas",515,2650,"3"
2012,"Kakamega","Fruits","Guavas",28,90,"2"
2012,"Kisumu","Fruits","Guavas",26,68,"1.3"
2012,"Homa Bay","Fruits","Guavas",130,340,"2"
2012,"Nyamira","Fruits","Guavas",83,2024,"50.1"
2012,"Vihiga","Fruits","Guavas",51,751,"1.51"
2012,"Others","Fruits","Guavas",114,747,"6.23"
2012,"Murang'a","Fruits","Pineapples",6000,312000,"6240"
2012,"Kericho","Fruits","Pineapples",2023,59806,"743"
2012,"Kiambu","Fruits","Pineapples",465,8675,"309"
2012,"Homa Bay","Fruits","Pineapples",1312,19605,"492"
2012,"Bungoma","Fruits","Pineapples",236,4645,"151"
2012,"Machakos","Fruits","Pineapples",350,1200,"100"
2012,"Nyeri","Fruits","Pineapples",256,1602,"91"
2012,"Meru","Fruits","Pineapples",108,1011,"26"
2012,"Kisii","Fruits","Pineapples",114,3027,"73"
2012,"Nandi","Fruits","Pineapples",77,1533,"49"
2012,"Others","Fruits","Pineapples",610,9295,"269"
2012,"Makueni","Fruits","Melons",206,14893,"295.1"
2012,"Tana River","Fruits","Melons",160,5334,"160"
2012,"Kilifi","Fruits","Melons",88,3103,"93.1"
2012,"Migori","Fruits","Melons",463,6870,"126.8"
2012,"Kwale","Fruits","Melons",25,641,"19.2"
2012,"Meru","Fruits","Melons",88,3740,"90.9"
2012,"Homa Bay","Fruits","Melons",137,3588,"53.7"
2012,"Elgeyo Marakwet","Fruits","Melons",59,968,"15.7"
2012,"Kajiado","Fruits","Melons",19,117,"2.3"
2012,"Kitui","Fruits","Melons",40,654,"11.7"
2012,"Others","Fruits","Melons",1413,15302,"799"
2012,"Meru","Fruits","Pears",NA,NA,NA
2012,"Kiambu","Fruits","Pears",21,264,"6.04"
2012,"Nyandarua","Fruits","Pears",7,112,"1.05"
2012,"Narok","Fruits","Pears",3,41,NA
2012,"Baringo","Fruits","Pears",18,24,"0.71"
2012,"Others","Fruits","Pears",8,32,"0.79"
2012,"Baringo","Fruits","Apples",10,81,"1.02"
2012,"Kiambu","Fruits","Apples",12,74,"5.6"
2012,"Meru","Fruits","Apples",NA,NA,NA
2012,"Nyandarua","Fruits","Apples",9,110,"1.8 8"
2012,"Nakuru","Fruits","Apples",6,64,"2.88"
2012,"Uasin Gishu","Fruits","Apples",5,22,"1.96"
2012,"Narok","Fruits","Apples",4,13,"0"
2012,"Kiambu","Fruits","Plums",41,487,"23.21"
2012,"Nyandarua","Fruits","Plums",70,1250,"14.06"
2012,"Meru","Fruits","Plums",6,60,"0.9"
2012,"Nakuru","Fruits","Plums",24,222,"3.33"
2012,"Nyeri","Fruits","Plums",14,69,"2.2"
2012,"Others","Fruits","Plums",41,188,"4.11"
2012,"Meru","Fruits","Loquats",16,59,"2.12"
2012,"Kisii","Fruits","Loquats",48,328,"4.31"
2012,"Makueni","Fruits","Loquats",43,243,"9.43"
2012,"Kiambu","Fruits","Loquats",4,32,"0.64"
2012,"Nandi","Fruits","Loquats",3,5,"0.49"
2012,"Others","Fruits","Loquats",47,427,"6.08"
2012,"Kwale","Fruits","Grapes",30,525,"5.2"
2012,"Nyeri","Fruits","Grapes",148,1456,"14.77"
2012,"Meru","Fruits","Grapes",NA,NA,NA
2012,"Kilifi","Fruits","Grapes",32,307,"4.7 0"
2012,"Elgeyo Marakwet","Fruits","Grapes",2,31,"2.46"
2012,"Others","Fruits","Grapes",24,51,"0.43"
2013,"Nyandarua","Exotic Vegetables","Potatoes",25861,363520,"3714.5"
2013,"Elgeyo Marakwet","Exotic Vegetables","Potatoes",18386,303359,"4616"
2013,"Meru","Exotic Vegetables","Potatoes",11503,148991,"3663.5"
2013,"Nakuru","Exotic Vegetables","Potatoes",14634,263401,"2317.4"
2013,"Kiambu","Exotic Vegetables","Potatoes",11291,132631,"1956.2"
2013,"Bomet","Exotic Vegetables","Potatoes",2924,74504,"1477.3"
2013,"Nyeri","Exotic Vegetables","Potatoes",6404,94721,"1490"
2013,"Narok","Exotic Vegetables","Potatoes",6356,162857,"2437"
2013,"Bungoma","Exotic Vegetables","Potatoes",7316,74205,"483.4"
2013,"Murang'a","Exotic Vegetables","Potatoes",6570,35298,"723"
2013,"Baringo","Exotic Vegetables","Potatoes",1711,26809,"617.5"
2013,"Uasin Gishu","Exotic Vegetables","Potatoes",1145,28025,"541.3"
2013,"Others","Exotic Vegetables","Potatoes",3394,50488,"1044"
2013,"Kajiado","Exotic Vegetables","Tomatoes",1668,50884,"962"
2013,"Bungoma","Exotic Vegetables","Tomatoes",1474,41568,"1228"
2013,"Kirinyaga","Exotic Vegetables","Tomatoes",1796,30774,"750"
2013,"Makueni","Exotic Vegetables","Tomatoes",486,22560,"991"
2013,"Kiambu","Exotic Vegetables","Tomatoes",691,9169,"419"
2013,"Trans Nzoia","Exotic Vegetables","Tomatoes",623,17395,"302"
2013,"Machakos","Exotic Vegetables","Tomatoes",724,11548,"323"
2013,"Kisii","Exotic Vegetables","Tomatoes",951,16985,"364"
2013,"Nakuru","Exotic Vegetables","Tomatoes",495,8668,"516"
2013,"Kisumu","Exotic Vegetables","Tomatoes",1537,14307,"444"
2013,"Others","Exotic Vegetables","Tomatoes",10540,160010,"5353"
2013,"Meru","Exotic Vegetables","Snow Peas",959,5745,"361.2"
2013,"Nyandarua","Exotic Vegetables","Snow Peas",356,2118,"179"
2013,"Laikipia","Exotic Vegetables","Snow Peas",145,600,"45.4"
2013,"Taita Taveta","Exotic Vegetables","Snow Peas",98,2002,"13.8"
2013,"Kiambu","Exotic Vegetables","Snow Peas",124,1012,"21.3"
2013,"Narok","Exotic Vegetables","Snow Peas",40,252,"22.7"
2013,"Baringo","Exotic Vegetables","Snow Peas",15,129,"12.9"
2013,"Nyeri","Exotic Vegetables","Snow Peas",18,88,"2.5"
2013,"Trans Nzoia","Exotic Vegetables","Snow Peas",13,36,"2.4"
2013,"Nakuru","Exotic Vegetables","Snow Peas",10,28,"2.8"
2013,"Others","Exotic Vegetables","Snow Peas",42,205,"16"
2013,"Kirinyaga","Exotic Vegetables","French Beans",1481,45626,"2053.78"
2013,"Murang'a","Exotic Vegetables","French Beans",885,36810,"1268.21"
2013,"Meru","Exotic Vegetables","French Beans",367,13328,"530.32"
2013,"Machakos","Exotic Vegetables","French Beans",522,2415,"106.01"
2013,"Narok","Exotic Vegetables","French Beans",120,900,"54"
2013,"Kiambu","Exotic Vegetables","French Beans",226,3832,"45.83"
2013,"Taita Taveta","Exotic Vegetables","French Beans",134,3514,"147.59"
2013,"Embu","Exotic Vegetables","French Beans",43,639,"34.33"
2013,"Nyeri","Exotic Vegetables","French Beans",148,431,"9.38"
2013,"Bomet","Exotic Vegetables","French Beans",NA,NA,NA
2013,"Makueni","Exotic Vegetables","French Beans",62,376,"16.43"
2013,"Kajiado","Exotic Vegetables","French Beans",95,580,"25.38"
2013,"Others","Exotic Vegetables","French Beans",624,3958,"91"
2013,"Meru","Exotic Vegetables","Sugar Snaps",80,800,"96"
2013,"Trans Nzoia","Exotic Vegetables","Sugar Snaps",10,35,NA
2013,"Taita Taveta","Exotic Vegetables","Sugar Snaps",547,2735,"82.05"
2013,"Uasin Gishu","Exotic Vegetables","Sugar Snaps",42,630,"44.1"
2013,"Narok","Exotic Vegetables","Sugar Snaps",10,88,"8.31"
2013,"Elgeyo Marakwet","Exotic Vegetables","Sugar Snaps",NA,NA,NA
2013,"Laikipia","Exotic Vegetables","Sugar Snaps",NA,NA,NA
2013,"Nyeri","Exotic Vegetables","Sugar Snaps",5,19,"0.8"
2013,"Others","Exotic Vegetables","Sugar Snaps",11,76,"0.01"
2013,"Kiambu","Exotic Vegetables","Spinach",1005,35081,"390"
2013,"Meru","Exotic Vegetables","Spinach",172,1129,"19.37"
2013,"Taita Taveta","Exotic Vegetables","Spinach",120,4043,"218.72"
2013,"Nyandarua","Exotic Vegetables","Spinach",594,10707,"68.85"
2013,"Laikipia","Exotic Vegetables","Spinach",73,1065,"15.25"
2013,"Nakuru","Exotic Vegetables","Spinach",238,2140,"29.05"
2013,"Makueni","Exotic Vegetables","Spinach",86,1255,"37.9"
2013,"Bungoma","Exotic Vegetables","Spinach",260,1350,"26.88"
2013,"Uasin Gishu","Exotic Vegetables","Spinach",67,1100,"19.9"
2013,"Homa Bay","Exotic Vegetables","Spinach",20,182,"2.78"
2013,"Others","Exotic Vegetables","Spinach",2081,17769,"327"
2013,"Meru","Exotic Vegetables","Runner Beans",120,1200,"120"
2013,"Nyandarua","Exotic Vegetables","Runner Beans",185,192,"6"
2013,"Migori","Exotic Vegetables","Runner Beans",25,125,"1"
2013,"Nyeri","Exotic Vegetables","Runner Beans",2,5,"1"
2013,"Busia","Exotic Vegetables","Runner Beans",4,30,"1"
2013,"Samburu","Exotic Vegetables","Runner Beans",1,1,"0"
2013,"Others","Exotic Vegetables","Runner Beans",8,120,"0"
2013,"Meru","Exotic Vegetables","Cabbages",2240,106763,"1087"
2013,"Nyandarua","Exotic Vegetables","Cabbages",2205,56830,"701"
2013,"Kiambu","Exotic Vegetables","Cabbages",1620,41768,"512"
2013,"Bungoma","Exotic Vegetables","Cabbages",1168,30944,"355"
2013,"Kisii","Exotic Vegetables","Cabbages",1008,27397,"310"
2013,"Bomet","Exotic Vegetables","Cabbages",1121,31810,"344"
2013,"Nakuru","Exotic Vegetables","Cabbages",971,22333,"150"
2013,"Narok","Exotic Vegetables","Cabbages",280,19085,"237"
2013,"Elgeyo Marakwet","Exotic Vegetables","Cabbages",1634,28016,"299"
2013,"Uasin Gishu","Exotic Vegetables","Cabbages",388,14040,"149"
2013,"Others","Exotic Vegetables","Cabbages",3449,71765,"1000"
2013,"Kiambu","Exotic Vegetables","Kales",5385,31075,"781"
2013,"Kisii","Exotic Vegetables","Kales",2033,40660,"445"
2013,"Nyeri","Exotic Vegetables","Kales",845,18835,"194"
2013,"Nyamira","Exotic Vegetables","Kales",462,7775,"92"
2013,"Nandi","Exotic Vegetables","Kales",664,10595,"168"
2013,"Bungoma","Exotic Vegetables","Kales",1641,28080,"146"
2013,"Narok","Exotic Vegetables","Kales",433,29805,"295"
2013,"Uasin Gishu","Exotic Vegetables","Kales",443,15140,"182"
2013,"Kakamega","Exotic Vegetables","Kales",900,6230,"155"
2013,"Elgeyo Marakwet","Exotic Vegetables","Kales",746,11790,"122"
2013,"Others","Exotic Vegetables","Kales",10606,152854,"1697"
2013,"Nyandarua","Exotic Vegetables","Garden Peas",6013,19823,"502"
2013,"Nakuru","Exotic Vegetables","Garden Peas",2642,13018,"196"
2013,"Meru","Exotic Vegetables","Garden Peas",146,770,"29"
2013,"Uasin Gishu","Exotic Vegetables","Garden Peas",153,2388,"91"
2013,"Laikipia","Exotic Vegetables","Garden Peas",1773,1082,"40"
2013,"Bungoma","Exotic Vegetables","Garden Peas",32,512,"29"
2013,"Kiambu","Exotic Vegetables","Garden Peas",72,1078,"33"
2013,"Kericho","Exotic Vegetables","Garden Peas",25,100,"16"
2013,"Baringo","Exotic Vegetables","Garden Peas",52,405,"23"
2013,"Taita Taveta","Exotic Vegetables","Garden Peas",39,975,"7"
2013,"Others","Exotic Vegetables","Garden Peas",467,3154,"50"
2013,"Kiambu","Exotic Vegetables","Carrots",661,133489,"1386"
2013,"Migori","Exotic Vegetables","Carrots",881,10490,"208"
2013,"Meru","Exotic Vegetables","Carrots",1138,11262,"179"
2013,"Nyandarua","Exotic Vegetables","Carrots",478,11380,"141"
2013,"Siaya","Exotic Vegetables","Carrots",303,4335,"155"
2013,"Kisii","Exotic Vegetables","Carrots",157,3793,"88"
2013,"Nyeri","Exotic Vegetables","Carrots",183,3636,"102"
2013,"Nakuru","Exotic Vegetables","Carrots",151,1724,"29"
2013,"Bungoma","Exotic Vegetables","Carrots",22,473,"49"
2013,"Homa Bay","Exotic Vegetables","Carrots",264,1829,"91"
2013,"Others","Exotic Vegetables","Carrots",1103,16096,"217"
2013,"Kiambu","Exotic Vegetables","Courgettes",257,2087,"45"
2013,"Taita Taveta","Exotic Vegetables","Courgettes",95,1785,"66"
2013,"Machakos","Exotic Vegetables","Courgettes",33,153,"4"
2013,"Murang'a","Exotic Vegetables","Courgettes",96,313,"8"
2013,"Nakuru","Exotic Vegetables","Courgettes",7,29,"1"
2013,"Kirinyaga","Exotic Vegetables","Courgettes",10,140,"4"
2013,"Kajiado","Exotic Vegetables","Courgettes",10,86,"6"
2013,"Embu","Exotic Vegetables","Courgettes",4,135,"3"
2013,"Others","Exotic Vegetables","Courgettes",75,1501,"40"
2013,"Kiambu","Exotic Vegetables","Sweet Pepper",222,1822,"86.48"
2013,"Makueni","Exotic Vegetables","Sweet Pepper",85.2,1362.4,"59.2"
2013,"Tana River","Exotic Vegetables","Sweet Pepper",42,1152,"45"
2013,"Embu","Exotic Vegetables","Sweet Pepper",38,2057.6,"41.15"
2013,"Kisumu","Exotic Vegetables","Sweet Pepper",65,740,"21.75"
2013,"Machakos","Exotic Vegetables","Sweet Pepper",50,198,"2.8"
2013,"Others","Exotic Vegetables","Sweet Pepper",573.7,6985,"158.61"
2013,"Meru","Exotic Vegetables","Broccoli",120,495,"24.8"
2013,"Kiambu","Exotic Vegetables","Broccoli",41,607,"21"
2013,"Homa Bay","Exotic Vegetables","Broccoli",13,195,"4.9"
2013,"Embu","Exotic Vegetables","Broccoli",80,240,"6"
2013,"Migori","Exotic Vegetables","Broccoli",430,6450,"122"
2013,"Siaya","Exotic Vegetables","Broccoli",5,20,"0.7"
2013,"Others","Exotic Vegetables","Broccoli",17,118,"3.6"
2013,"Kirinyaga","Exotic Vegetables","Butternut Pumpkins",38,445,"7"
2013,"Elgeyo Marakwet","Exotic Vegetables","Butternut Pumpkins",23,1036,"15"
2013,"Meru","Exotic Vegetables","Butternut Pumpkins",84,2225,"46"
2013,"Embu","Exotic Vegetables","Butternut Pumpkins",22,970,"9"
2013,"Siaya","Exotic Vegetables","Butternut Pumpkins",26,375,"27"
2013,"Homa Bay","Exotic Vegetables","Butternut Pumpkins",50,246,"9"
2013,"Murang'a","Exotic Vegetables","Butternut Pumpkins",62,363,"9"
2013,"Others","Exotic Vegetables","Butternut Pumpkins",218,1880,"49"
2013,"Makueni","Exotic Vegetables","Baby Corns",435,3180,"68"
2013,"Laikipia","Exotic Vegetables","Baby Corns",15,125,"3"
2013,"Kirinyaga","Exotic Vegetables","Baby Corns",108,1041,"14"
2013,"Machakos","Exotic Vegetables","Baby Corns",50,80,"2"
2013,"Others","Exotic Vegetables","Baby Corns",35,367,"10"
2013,"Kiambu","Exotic Vegetables","Lettuce",38,363,"11"
2013,"Taita Taveta","Exotic Vegetables","Lettuce",65,3318,"67"
2013,"Nyeri","Exotic Vegetables","Lettuce",2,17,"0"
2013,"Vihiga","Exotic Vegetables","Lettuce",NA,NA,NA
2013,"Kakamega","Exotic Vegetables","Lettuce",NA,NA,NA
2013,"Others","Exotic Vegetables","Lettuce",12,89,"5"
2013,"Kiambu","Exotic Vegetables","Cauliflowers",40.5,480.5,"14.2"
2013,"Kakamega","Exotic Vegetables","Cauliflowers",1,10,"0.2"
2013,"Taita Taveta","Exotic Vegetables","Cauliflowers",27.3,1380.8,"7.2"
2013,"Kiambu","Exotic Vegetables","Beetroots",10.8,67.5,"4.7"
2013,"Nakuru","Exotic Vegetables","Beetroots",NA,NA,NA
2013,"Nandi","Exotic Vegetables","Beetroots",1,25,"2.5"
2013,"Turkana","Exotic Vegetables","Beetroots",NA,NA,NA
2013,"Elgeyo Marakwet","Exotic Vegetables","Beetroots",0.6,0.1,"0.1"
2013,"Trans Nzoia","Exotic Vegetables","Beetroots",NA,NA,NA
2013,"Murang'a","Exotic Vegetables","Cucumbers",62,380,"9.5"
2013,"Nyeri","Exotic Vegetables","Cucumbers",17,121,"5.6"
2013,"Kiambu","Exotic Vegetables","Cucumbers",2,17,"0.4"
2013,"Kajiado","Exotic Vegetables","Cucumbers",13,220,"4.8"
2013,"Machakos","Exotic Vegetables","Cucumbers",3,6,"0.1"
2013,"Kwale","Exotic Vegetables","Cucumbers",4,69,"2.4"
2013,"Siaya","Exotic Vegetables","Cucumbers",3,10,"0.4"
2013,"Embu","Exotic Vegetables","Cucumbers",5,5,"0.4"
2013,"Meru","Exotic Vegetables","Cucumbers",16,162,"3.3"
2013,"Others","Exotic Vegetables","Cucumbers",73,1103,"6"
2013,"Migori","African Leafy Vegetables","Grain Amaranth",124,616,"24.2"
2013,"Siaya","African Leafy Vegetables","Grain Amaranth",65,470,"12.7"
2013,"Homa Bay","African Leafy Vegetables","Grain Amaranth",13,130,"7.4"
2013,"Kakamega","African Leafy Vegetables","Grain Amaranth",127,225,"3.2"
2013,"Kisii","African Leafy Vegetables","Grain Amaranth",22,95,"5.9"
2013,"Kiambu","African Leafy Vegetables","Grain Amaranth",8,113,"2.2"
2013,"Vihiga","African Leafy Vegetables","Grain Amaranth",2,10,"0.9"
2013,"Trans Nzoia","African Leafy Vegetables","Grain Amaranth",4,16,"0.3"
2013,"Busia","African Leafy Vegetables","Grain Amaranth",33,23,"1"
2013,"Bungoma","African Leafy Vegetables","Grain Amaranth",8,20,"0.9"
2013,"Others","African Leafy Vegetables","Grain Amaranth",39,138,"4.6"
2013,"Vihiga","African Leafy Vegetables","Leaf Amaranth",100,894,"46.1"
2013,"Kilifi","African Leafy Vegetables","Leaf Amaranth",198,3749,"69.2"
2013,"Nyamira","African Leafy Vegetables","Leaf Amaranth",3,12,"0.3"
2013,"Taita Taveta","African Leafy Vegetables","Leaf Amaranth",49,1007,"0"
2013,"Kakamega","African Leafy Vegetables","Leaf Amaranth",194,927,"12"
2013,"Kiambu","African Leafy Vegetables","Leaf Amaranth",18,149,"22.6"
2013,"Homa Bay","African Leafy Vegetables","Leaf Amaranth",31,155,"0.8"
2013,"Tana River","African Leafy Vegetables","Leaf Amaranth",13,161,"3.4"
2013,"Others","African Leafy Vegetables","Leaf Amaranth",581,5154,"73"
2013,"Nyamira","African Leafy Vegetables","African Nightshade",379,3370,"99"
2013,"Kisii","African Leafy Vegetables","African Nightshade",406,3700,"121"
2013,"Narok","African Leafy Vegetables","African Nightshade",80,1600,"80"
2013,"Kericho","African Leafy Vegetables","African Nightshade",58,876,"44"
2013,"Kakamega","African Leafy Vegetables","African Nightshade",391,1478,"34"
2013,"Bungoma","African Leafy Vegetables","African Nightshade",161,845,"28"
2013,"Marakwet","African Leafy Vegetables","African Nightshade",210,1832,"10"
2013,"Bomet","African Leafy Vegetables","African Nightshade",117,739,"13"
2013,"Uasin Gishu","African Leafy Vegetables","African Nightshade",81,638,"17"
2013,"Homa Bay","African Leafy Vegetables","African Nightshade",68,415,"9"
2013,"Others","African Leafy Vegetables","African Nightshade",1067,14303,"106"
2013,"Kitui","African Leafy Vegetables","Cowpeas",12800,15310,"31"
2013,"Siaya","African Leafy Vegetables","Cowpeas",407,2304,"52"
2013,"Migori","African Leafy Vegetables","Cowpeas",105,525,"27"
2013,"Machakos","African Leafy Vegetables","Cowpeas",1593,5441,"79"
2013,"Kakamega","African Leafy Vegetables","Cowpeas",591,1644,"35"
2013,"Kwale","African Leafy Vegetables","Cowpeas",217,878,"13"
2013,"Bungoma","African Leafy Vegetables","Cowpeas",138,957,"31"
2013,"Kisumu","African Leafy Vegetables","Cowpeas",430,3210,"48"
